title,company,price,year,km_driven,fuel_type,transmission,city,link
Hyundai Grand I10 (2016),Hyundai,320000.0,2016,62315.0,Petrol,Manual,"Karol Bagh, Delhi",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-karol-bagh-delhi-iid-1842868435
Mahindra Thar (2022),Mahindra,1525000.0,2022,66000.0,Petrol,Automatic,"BDS Layout, Bengaluru",https://www.olx.in/item/cars-c84-used-mahindra-thar-in-bds-layout-bengaluru-iid-1846819903
Volkswagen Polo (2016),Volkswagen,495000.0,2016,156772.0,Petrol,Manual,"Vasudevapura, Bengaluru",https://www.olx.in/item/cars-c84-used-volkswagen-polo-in-vasudevapura-bengaluru-iid-1847386505
Maruti Suzuki Wagon R (2022),Maruti Suzuki,444000.0,2022,56135.0,Petrol,Manual,Sector,https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-sector-37-noida-iid-1847358729
Ford Fiesta (2014),Ford,250000.0,2014,75315.0,Diesel,Manual,"Nowlur, Mangalagiri",https://www.olx.in/item/cars-c84-used-ford-fiesta-in-nowlur-mangalagiri-iid-1845714626
Maruti Suzuki Ertiga (2019),Maruti Suzuki,1125000.0,2019,125000.0,Petrol,Manual,"Old Bowenpally Nandamuri Nagar, Secunderabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-old-bowenpally-nandamuri-nagar-secunderabad-iid-1846897092
Hyundai Verna (2016),Hyundai,650000.0,2016,65000.0,Petrol,Manual,"Old Bowenpally Nandamuri Nagar, Secunderabad",https://www.olx.in/item/cars-c84-used-hyundai-verna-in-old-bowenpally-nandamuri-nagar-secunderabad-iid-1846896493
Maruti Suzuki Baleno (2017),Maruti Suzuki,715000.0,2017,10500.0,Petrol,Automatic,"Jayanagar, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jayanagar-bengaluru-iid-1846899127
Mercedes-Benz E-Class (2014),Mercedes,1500000.0,2014,90000.0,Diesel,Automatic,"Kolathur Kannagi Nagar, Chennai",https://www.olx.in/item/cars-c84-used-mercedes-benz-e-class-in-kolathur-kannagi-nagar-chennai-iid-1843938964
Maruti Suzuki Baleno (2023),Maruti Suzuki,649000.0,2023,49492.0,Petrol,Automatic,"Ramgarh Dhani, Gurgaon",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-ramgarh-dhani-gurgaon-iid-1846737018
Mahindra Thar (2024),Mahindra,1299999.0,2024,33000.0,Diesel,Manual,"Karigar Mohalla, Sikar",https://www.olx.in/item/cars-c84-used-mahindra-thar-in-karigar-mohalla-sikar-iid-1846997174
Toyota Glanza (2020),Toyota,522000.0,2020,39000.0,Petrol,Automatic,"MD Colony, Ajmer",https://www.olx.in/item/cars-c84-used-toyota-glanza-in-md-colony-ajmer-iid-1846996145
Maruti Suzuki Ertiga (2019),Maruti Suzuki,950000.0,2019,90000.0,Petrol,Manual,"New Timber Market Area, Raipur",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-new-timber-market-area-raipur-iid-1836944085
Tata Safari (2022),Tata,1450000.0,2022,98000.0,Diesel,Automatic,"Jalandhar Cantt, Jalandhar",https://www.olx.in/item/cars-c84-used-tata-safari-in-jalandhar-cantt-jalandhar-iid-1846929406
Tata Manza (2011),Tata,200000.0,2011,94000.0,Diesel,Manual,"Nungambakkam Mahalinga Puram, Chennai",https://www.olx.in/item/cars-c84-used-tata-manza-in-nungambakkam-mahalinga-puram-chennai-iid-1838661525
Renault Duster (2014),Renault,525000.0,2014,48000.0,Petrol,Automatic,"Vasai Road, Mumbai",https://www.olx.in/item/cars-c84-used-renault-duster-in-vasai-road-mumbai-iid-1846400840
Kia Seltos (2024),Kia,1750000.0,2024,19000.0,Petrol,Automatic,"Gota, Ahmedabad",https://www.olx.in/item/cars-c84-used-kia-seltos-in-gota-ahmedabad-iid-1846033068
Maruti Suzuki Swift (2008),Maruti Suzuki,195000.0,2008,150000.0,Petrol,Manual,Sector,https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-sector-54-chandigarh-iid-1847194196
Mahindra Scorpio Classic (2024),Mahindra,1850000.0,2024,57000.0,Diesel,Automatic,"Tarnaka, Hyderabad",https://www.olx.in/item/cars-c84-used-mahindra-scorpio-classic-in-tarnaka-hyderabad-iid-1845403719
Kia Sonet (2022),Kia,1050000.0,2022,28000.0,Petrol,Automatic,"Dollars Layout, Bengaluru",https://www.olx.in/item/cars-c84-used-kia-sonet-in-dollars-layout-bengaluru-iid-1840127989
Maruti Suzuki Dzire (2020),Maruti Suzuki,540000.0,2020,42126.0,Petrol,Manual,"Boring Chauraha, Patna",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-boring-chauraha-patna-iid-1845900894
Honda City (2015),Honda,499000.0,2015,43000.0,Petrol,Automatic,"Camac Street Area, Kolkata",https://www.olx.in/item/cars-c84-used-honda-city-in-camac-street-area-kolkata-iid-1827742526
Maruti Suzuki Baleno (2018),Maruti Suzuki,518000.0,2018,78000.0,Petrol,Automatic,"Balkampet, Hyderabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-balkampet-hyderabad-iid-1846998787
Volkswagen Vento (2012),Volkswagen,240000.0,2012,175000.0,Diesel,Manual,"Santosh Nagar, Hyderabad",https://www.olx.in/item/cars-c84-used-volkswagen-vento-in-santosh-nagar-hyderabad-iid-1839636868
Maruti Suzuki Ertiga (2015),Maruti Suzuki,549000.0,2015,54000.0,Petrol,Manual,"Rabindra Sadan, Kolkata",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-rabindra-sadan-kolkata-iid-1827557438
Maruti Suzuki Swift (2016),Maruti Suzuki,278662.0,2016,86000.0,Petrol,Manual,"BM Colony, Vadodara",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-bm-colony-vadodara-iid-1846942006
Hyundai Santro Xing (2012),Hyundai,240000.0,2012,96000.0,Petrol,Manual,"Gandhipuram, Coimbatore",https://www.olx.in/item/cars-c84-used-hyundai-santro-xing-in-gandhipuram-coimbatore-iid-1840128835
Tata Harrier (2022),Tata,1375000.0,2022,78247.0,Diesel,Automatic,"LB Nagar, Hyderabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-lb-nagar-hyderabad-iid-1838032767
Toyota Fortuner (2017),Toyota,2360000.0,2017,127472.0,Diesel,Manual,"Lalmati, Guwahati",https://www.olx.in/item/cars-c84-used-toyota-fortuner-in-lalmati-guwahati-iid-1843060562
Ford Endeavour (2016),Ford,1325000.0,2016,134000.0,Diesel,Automatic,"Dubagga, Lucknow",https://www.olx.in/item/cars-c84-used-ford-endeavour-in-dubagga-lucknow-iid-1847193588
Skoda Superb (2015),Skoda,500000.0,2015,76000.0,Petrol,Automatic,"Vishrant Wadi, Pune",https://www.olx.in/item/cars-c84-used-skoda-superb-in-vishrant-wadi-pune-iid-1840043037
Maruti Suzuki Ignis (2018),Maruti Suzuki,485000.0,2018,98000.0,Petrol,Automatic,"Geddalahalli, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-geddalahalli-bengaluru-iid-1846802995
Hyundai I20 (2024),Hyundai,795000.0,2024,61000.0,Petrol,Automatic,"Rayapuram, Tiruppur",https://www.olx.in/item/cars-c84-used-hyundai-i20-in-rayapuram-tiruppur-iid-1842487687
Mg Hector (2019),MG,1095000.0,2019,32524.0,Petrol,Automatic,"Charni Road, Mumbai",https://www.olx.in/item/cars-c84-used-mg-hector-in-charni-road-mumbai-iid-1845532924
Honda Amaze (2021),Honda,499000.0,2021,42365.0,Petrol,Automatic,"Naraina, Delhi",https://www.olx.in/item/cars-c84-used-honda-amaze-in-naraina-delhi-iid-1843448857
Maruti Suzuki Ciaz (2017),Maruti Suzuki,455000.0,2017,75000.0,Petrol,Automatic,South City,https://www.olx.in/item/cars-c84-used-maruti-suzuki-ciaz-in-south-city-1-gurgaon-iid-1845900771
Honda City (2017),Honda,470000.0,2017,31655.0,Petrol,Automatic,"Connaught Place, Delhi",https://www.olx.in/item/cars-c84-used-honda-city-in-connaught-place-delhi-iid-1840226287
Maruti Suzuki Swift (2017),Maruti Suzuki,345000.0,2017,31000.0,Petrol,Automatic,"Anandpuri, Patna",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-anandpuri-patna-iid-1825165470
Honda Brio (2013),Honda,339000.0,2013,87691.0,Petrol,Automatic,"Saidapet, Chennai",https://www.olx.in/item/cars-c84-used-honda-brio-in-saidapet-chennai-iid-1845801713
Tata Nexon (2019),Tata,499999.0,2019,83000.0,Petrol,Manual,"Sikar Industrial Area, Sikar",https://www.olx.in/item/cars-c84-used-tata-nexon-in-sikar-industrial-area-sikar-iid-1843941362
Maruti Suzuki Alto 800 (2013),Maruti Suzuki,215000.0,2013,37000.0,Petrol,Manual,"Garhali, Jorhat",https://www.olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-jorhat-assam-iid-1844908423
Mahindra Scorpio Classic (2022),Mahindra,1415000.0,2022,85000.0,Diesel,Manual,"Rohini, Delhi",https://www.olx.in/item/cars-c84-used-mahindra-scorpio-classic-in-rohini-delhi-iid-1841002360
Mahindra Bolero (2015),Mahindra,540000.0,2015,160000.0,Diesel,Manual,"Vandiyur, Madurai",https://www.olx.in/item/cars-c84-used-mahindra-bolero-in-vandiyur-madurai-iid-1843048600
Hyundai I10 (2010),Hyundai,240000.0,2010,115042.0,Petrol,Manual,"Vandiyur, Madurai",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-vandiyur-madurai-iid-1835567861
Audi Q7 (2017),Audi,1750000.0,2017,95000.0,Diesel,Automatic,"Preet Vihar, Delhi",https://www.olx.in/item/cars-c84-used-audi-q7-in-preet-vihar-delhi-iid-1842489611
Honda Jazz (2017),Honda,435000.0,2017,64000.0,Petrol,Automatic,"Chembur, Mumbai",https://www.olx.in/item/cars-c84-used-honda-jazz-in-chembur-mumbai-iid-1845227549
Hyundai Venue (2022),Hyundai,964000.0,2022,16830.0,Petrol,Automatic,"Ashok Vihar, Delhi",https://www.olx.in/item/cars-c84-used-hyundai-venue-in-ashok-vihar-delhi-iid-1839438179
Renault Kwid (2017),Renault,280000.0,2017,120000.0,Petrol,Automatic,"Olpherts Lines, Lucknow",https://www.olx.in/item/cars-c84-used-renault-kwid-in-olpherts-lines-lucknow-iid-1847389945
Maruti Suzuki Wagon R (2020),Maruti Suzuki,475000.0,2020,38000.0,Petrol,Automatic,"Phulwari Sharif, Patna",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-phulwari-sharif-patna-iid-1844907679
Mg Hector (2020),MG,1095000.0,2020,29800.0,Petrol,Automatic,"Saket, Delhi",https://www.olx.in/item/cars-c84-used-mg-hector-in-saket-delhi-iid-1844600106
Honda City Zx (2021),Honda,985000.0,2021,100000.0,Petrol,Automatic,"Sai Baba Colony, Coimbatore",https://www.olx.in/item/cars-c84-used-honda-city-zx-in-sai-baba-colony-coimbatore-iid-1839242499
Honda City (2015),Honda,486300.0,2015,55256.0,Petrol,Automatic,"Vijay Nagar, Indore",https://www.olx.in/item/cars-c84-used-honda-city-in-vijay-nagar-indore-iid-1846900284
Mg Windsor Ev (2025),MG,1530000.0,2025,23773.0,Electric,Automatic,"Pathardi Phata, Nashik",https://www.olx.in/item/cars-c84-used-mg-windsor-ev-in-pathardi-phata-nashik-iid-1845200358
Hyundai Elite I20 (2016),Hyundai,434200.0,2016,117686.0,Petrol,Manual,"Bangalore City Municipal Corporation Layout, Bengaluru",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-bangalore-city-municipal-corporation-layout-bengaluru-iid-1847330144
Maruti Suzuki Celerio (2016),Maruti Suzuki,379999.0,2016,82500.0,Petrol,Automatic,"Dombivli West, Mumbai",https://www.olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-dombivli-west-mumbai-iid-1847390564
Hyundai Creta (2025),Hyundai,1100000.0,2025,10519.0,Petrol,Automatic,"Bhankrota, Jaipur",https://www.olx.in/item/cars-c84-used-hyundai-creta-in-bhankrota-jaipur-iid-1846469861
Maruti Suzuki Swift (2024),Maruti Suzuki,739999.0,2024,39053.0,Petrol,Automatic,"Bangalore City Municipal Corporation Layout, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-bangalore-city-municipal-corporation-layout-bengaluru-iid-1847330174
Renault Triber (2019),Renault,390000.0,2019,52831.0,Petrol,Manual,"Jagatpur, Ahmedabad",https://www.olx.in/item/cars-c84-used-renault-triber-in-jagatpur-ahmedabad-iid-1847390778
Maruti Suzuki Wagon R (2011),Maruti Suzuki,175000.0,2011,85000.0,Petrol,Manual,"Model Town, Jalandhar",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-model-town-jalandhar-iid-1840675391
Skoda Slavia (2025),Skoda,1324999.0,2025,11246.0,Petrol,Automatic,"Nirala Nagar, Lucknow",https://www.olx.in/item/cars-c84-used-skoda-slavia-in-nirala-nagar-lucknow-iid-1847390794
Maruti Suzuki Omni (2016),Maruti Suzuki,158000.0,2016,65000.0,Petrol,Manual,"Frontier Colony, Jaipur",https://www.olx.in/item/cars-c84-used-maruti-suzuki-omni-in-frontier-colony-jaipur-iid-1835989314
Toyota Etios Liva (2015),Toyota,540000.0,2015,61000.0,Petrol,Manual,"Palat Nagar, Kozhikode",https://www.olx.in/item/cars-c84-used-toyota-etios-liva-in-palat-nagar-kozhikode-iid-1845901860
Maruti Suzuki Wagon R (2019),Maruti Suzuki,380000.0,2019,40000.0,Petrol,Automatic,"Raja Park, Jaipur",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-raja-park-jaipur-iid-1836699439
Bmw 7 Series (2017),BMW,2375000.0,2017,90000.0,Diesel,Automatic,"Malad West, Mumbai",https://www.olx.in/item/cars-c84-used-bmw-7-series-in-malad-west-mumbai-iid-1845202294
Hyundai Grand I10 Nios (2022),Hyundai,585000.0,2022,61000.0,Petrol,Manual,"Palat Nagar, Kozhikode",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-nios-in-palat-nagar-kozhikode-iid-1843942459
Skoda Yeti (2015),Skoda,8.0,2015,27500.0,Diesel,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-skoda-yeti-in-arif-colony-aurangabad-iid-1839876437
Maruti Suzuki S-Presso (2022),Maruti Suzuki,323554.0,2022,42120.0,Petrol,Automatic,"Chokkanahalli, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-s-presso-in-chokkanahalli-bengaluru-iid-1844166352
Hyundai Creta (2022),Hyundai,899000.0,2022,76557.0,Petrol,Manual,"Kaveri layout, Bengaluru",https://www.olx.in/item/cars-c84-used-hyundai-creta-in-kaveri-layout-bengaluru-iid-1845054777
Volkswagen Passat (2018),Volkswagen,1075000.0,2018,82590.0,Diesel,Automatic,"Tapadiya Nagar, Aurangabad",https://www.olx.in/item/cars-c84-used-volkswagen-passat-in-tapadiya-nagar-aurangabad-iid-1846717570
Hyundai Santro Xing (2007),Hyundai,95000.0,2007,79000.0,Petrol,Manual,"Beed Bypass, Aurangabad",https://www.olx.in/item/cars-c84-used-hyundai-santro-xing-in-beed-bypass-aurangabad-iid-1847345775
Maruti Suzuki Ritz (2012),Maruti Suzuki,295000.0,2012,101000.0,Petrol,Automatic,"Navkhanda, Aurangabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ritz-in-navkhanda-aurangabad-iid-1840093256
Mahindra Xuv300 (2023),Mahindra,899999.0,2023,95000.0,Diesel,Manual,"Jyoti Nagar, Aurangabad",https://www.olx.in/item/cars-c84-used-mahindra-xuv-300-in-jyoti-nagar-aurangabad-iid-1843253432
Hyundai Xcent (2014),Hyundai,325000.0,2014,120500.0,Diesel,Manual,"Padmapani Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-hyundai-xcent-in-padmapani-colony-aurangabad-iid-1847375114
Volkswagen Tiguan (2018),Volkswagen,17.0,2018,102750.0,Diesel,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-volkswagen-tiguan-in-arif-colony-aurangabad-iid-1834731678
Skoda Yeti (2016),Skoda,9.0,2016,198000.0,Diesel,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-skoda-yeti-in-arif-colony-aurangabad-iid-1820412004
Skoda Octavia (2013),Skoda,5.0,2013,145000.0,Diesel,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-skoda-octavia-in-arif-colony-aurangabad-iid-1846421228
Volkswagen Ameo (2017),Volkswagen,490000.0,2017,122000.0,Petrol,Automatic,"Kranti Chowk, Aurangabad",https://www.olx.in/item/cars-c84-used-volkswagen-ameo-in-kranti-chowk-aurangabad-iid-1845386169
Maruti Suzuki Ignis (2017),Maruti Suzuki,580000.0,2017,92000.0,Diesel,Automatic,"Garkheda Parisar, Aurangabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-garkheda-parisar-aurangabad-iid-1834173740
Maruti Suzuki Swift (2021),Maruti Suzuki,590000.0,2021,62000.0,Petrol,Automatic,"Garkheda, Aurangabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-garkheda-aurangabad-iid-1841983633
Hyundai Santro Xing (2007),Hyundai,95000.0,2007,79000.0,Petrol,Manual,"Beed Bypass, Aurangabad",https://www.olx.in/item/cars-c84-used-hyundai-santro-xing-in-beed-bypass-aurangabad-iid-1847345775
Volkswagen Passat (2018),Volkswagen,1075000.0,2018,82590.0,Diesel,Automatic,"Tapadiya Nagar, Aurangabad",https://www.olx.in/item/cars-c84-used-volkswagen-passat-in-tapadiya-nagar-aurangabad-iid-1846717570
Maruti Suzuki Ritz (2012),Maruti Suzuki,295000.0,2012,101000.0,Petrol,Automatic,"Navkhanda, Aurangabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ritz-in-navkhanda-aurangabad-iid-1840093256
Maruti Suzuki Ignis (2017),Maruti Suzuki,580000.0,2017,92000.0,Diesel,Automatic,"Garkheda Parisar, Aurangabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-garkheda-parisar-aurangabad-iid-1834173740
Honda Wr-V (2018),Honda,620000.0,2018,89000.0,Petrol,Automatic,"Shivneri Nagar, Aurangabad",https://www.olx.in/item/cars-c84-used-honda-wrv-in-shivneri-nagar-aurangabad-iid-1835237090
Maruti Suzuki Ignis (2017),Maruti Suzuki,580000.0,2017,92000.0,Diesel,Automatic,"Garkheda Parisar, Aurangabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-garkheda-parisar-aurangabad-iid-1834173740
Skoda Octavia (2013),Skoda,5.0,2013,145000.0,Diesel,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-skoda-octavia-in-arif-colony-aurangabad-iid-1846421228
Toyota Fortuner (2012),Toyota,1150000.0,2012,225000.0,Diesel,Automatic,"Chandane Chowk, Aurangabad",https://www.olx.in/item/cars-c84-used-toyota-fortuner-in-chandane-chowk-aurangabad-iid-1847345529
Renault Duster (2018),Renault,626000.0,2018,91000.0,Diesel,Automatic,"Garkheda Parisar, Aurangabad",https://www.olx.in/item/cars-c84-used-renault-duster-in-garkheda-parisar-aurangabad-iid-1834173378
Volkswagen Polo (2016),Volkswagen,6.0,2016,122000.0,Petrol,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-volkswagen-polo-in-arif-colony-aurangabad-iid-1820466928
Ford Endeavour (2016),Ford,21.0,2016,125000.0,Diesel,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-ford-endeavour-in-arif-colony-aurangabad-iid-1820466369
Ford Endeavour (2016),Ford,2175000.0,2016,160000.0,Diesel,Automatic,"Padegaon, Aurangabad",https://www.olx.in/item/cars-c84-used-ford-endeavour-in-padegaon-aurangabad-iid-1845908611
Toyota Fortuner (2012),Toyota,1150000.0,2012,225000.0,Diesel,Automatic,"Chandane Chowk, Aurangabad",https://www.olx.in/item/cars-c84-used-toyota-fortuner-in-chandane-chowk-aurangabad-iid-1847345529
Maruti Suzuki Ignis (2017),Maruti Suzuki,580000.0,2017,92000.0,Diesel,Automatic,"Garkheda Parisar, Aurangabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-garkheda-parisar-aurangabad-iid-1834173740
Hyundai I10 (2008),Hyundai,135000.0,2008,0.0,Petrol,Manual,"Younus Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-younus-colony-aurangabad-iid-1844618066
Volkswagen Vento (2018),Volkswagen,7.0,2018,115000.0,Diesel,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-volkswagen-vento-in-arif-colony-aurangabad-iid-1820467922
Volkswagen Polo (2016),Volkswagen,6.0,2016,122000.0,Petrol,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-volkswagen-polo-in-arif-colony-aurangabad-iid-1820466928
Maruti Suzuki Dzire (2010),Maruti Suzuki,180000.0,2010,298000.0,Petrol,Manual,"Kotwalpura, Aurangabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-kotwalpura-aurangabad-iid-1847382697
Skoda Yeti (2016),Skoda,9.0,2016,179000.0,Diesel,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-skoda-yeti-in-arif-colony-aurangabad-iid-1820411288
Volkswagen Vento (2019),Volkswagen,7.0,2019,75000.0,Diesel,Automatic,"Arif Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-volkswagen-vento-in-arif-colony-aurangabad-iid-1820469944
Hyundai Accent (2010),Hyundai,125000.0,2010,100000.0,Petrol,Manual,"Mahesh Nagar, Aurangabad",https://www.olx.in/item/cars-c84-used-hyundai-accent-in-mahesh-nagar-aurangabad-iid-1847354176
Skoda Octavia (2013),Skoda,460000.0,2013,120000.0,Diesel,Automatic,"Padmapani Colony, Aurangabad",https://www.olx.in/item/cars-c84-used-skoda-octavia-in-aurangabad-maharashtra-iid-1847112140
